label,overall,mu_eff_cP,t_transform_min,t_gel_min,d_particle_um,SF_mech,porosity,k_rel,dT_max_K,coalescence_risk,status_viscosity,status_kinetics,status_diameter,status_mechanics,status_permeability,status_thermal,status_agglomeration,kinetics_flag,mechanics_unknown,notes
T100_phi0.12_I0.12,FAIL,0.36941790678117853,2.4717115187996486,1.3731730659998045,273.0466868420546,1.414117942869614,0.88,0.7857142857142857,0.024840970081186242,0.2243525568449233,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,moderate_extrapolation,False,"T=100 C, φ=0.12, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T100_phi0.12_I0.22,FAIL,0.36941790678117853,3.643643704437412,2.024246502465229,273.0466868420546,1.414117942869614,0.88,0.7857142857142857,0.016851184382574047,0.2243525568449233,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,moderate_extrapolation,False,"T=100 C, φ=0.12, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T100_phi0.12_I0.35,FAIL,0.36941790678117853,5.167155545766505,2.8706419698702805,273.0466868420546,1.414117942869614,0.88,0.7857142857142857,0.011882690842980992,0.2243525568449233,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,moderate_extrapolation,False,"T=100 C, φ=0.12, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T100_phi0.15_I0.12,FAIL,0.38505301057232677,2.4717115187996486,1.3731730659998045,273.0466868420546,1.414117942869614,0.85,0.7391304347826088,0.024840970081186242,0.2804406960561541,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,moderate_extrapolation,False,"T=100 C, φ=0.15, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T100_phi0.15_I0.22,FAIL,0.38505301057232677,3.643643704437412,2.024246502465229,273.0466868420546,1.414117942869614,0.85,0.7391304347826088,0.016851184382574047,0.2804406960561541,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,moderate_extrapolation,False,"T=100 C, φ=0.15, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T100_phi0.15_I0.35,FAIL,0.38505301057232677,5.167155545766505,2.8706419698702805,273.0466868420546,1.414117942869614,0.85,0.7391304347826088,0.011882690842980992,0.2804406960561541,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,moderate_extrapolation,False,"T=100 C, φ=0.15, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T100_phi0.22_I0.12,FAIL,0.4097323038778664,2.4717115187996486,1.3731730659998045,273.0466868420546,1.414117942869614,0.78,0.639344262295082,0.024840970081186242,0.4113130208823594,PASS,FAIL,PASS,PASS,PASS,PASS,MARGINAL,moderate_extrapolation,False,"T=100 C, φ=0.22, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T100_phi0.22_I0.22,FAIL,0.4097323038778664,3.643643704437412,2.024246502465229,273.0466868420546,1.414117942869614,0.78,0.639344262295082,0.016851184382574047,0.4113130208823594,PASS,FAIL,PASS,PASS,PASS,PASS,MARGINAL,moderate_extrapolation,False,"T=100 C, φ=0.22, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T100_phi0.22_I0.35,FAIL,0.4097323038778664,5.167155545766505,2.8706419698702805,273.0466868420546,1.414117942869614,0.78,0.639344262295082,0.011882690842980992,0.4113130208823594,PASS,FAIL,PASS,PASS,PASS,PASS,MARGINAL,moderate_extrapolation,False,"T=100 C, φ=0.22, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T100_phi0.3_I0.12,FAIL,0.4655061648847098,2.4717115187996486,1.3731730659998045,273.0466868420546,1.414117942869614,0.7,0.5384615384615384,0.024840970081186242,0.5608813921123083,PASS,FAIL,PASS,PASS,PASS,PASS,MARGINAL,moderate_extrapolation,False,"T=100 C, φ=0.3, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T100_phi0.3_I0.22,FAIL,0.4655061648847098,3.643643704437412,2.024246502465229,273.0466868420546,1.414117942869614,0.7,0.5384615384615384,0.016851184382574047,0.5608813921123083,PASS,FAIL,PASS,PASS,PASS,PASS,MARGINAL,moderate_extrapolation,False,"T=100 C, φ=0.3, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T100_phi0.3_I0.35,FAIL,0.4655061648847098,5.167155545766505,2.8706419698702805,273.0466868420546,1.414117942869614,0.7,0.5384615384615384,0.011882690842980992,0.5608813921123083,PASS,FAIL,PASS,PASS,PASS,PASS,MARGINAL,moderate_extrapolation,False,"T=100 C, φ=0.3, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=moderate_extrapolation."
T120_phi0.08_I0.12,FAIL,0.2868949270996067,0.6734507624325408,0.37413931246252263,273.0466868420546,1.0535178674378622,0.92,0.851851851851852,0.0911717905939895,0.15130259041308233,PASS,FAIL,PASS,MARGINAL,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.08, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.08_I0.22,FAIL,0.2868949270996067,0.9927593135859004,0.5515329519921669,273.0466868420546,1.0535178674378622,0.92,0.851851851851852,0.061847530461420774,0.15130259041308233,PASS,FAIL,PASS,MARGINAL,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.08, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.08_I0.35,FAIL,0.2868949270996067,1.4078604300852682,0.7821446833807045,273.0466868420546,1.0535178674378622,0.92,0.851851851851852,0.04361207302639514,0.15130259041308233,PASS,FAIL,PASS,MARGINAL,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.08, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.12_I0.12,FAIL,0.30387858696317466,0.6734507624325408,0.37413931246252263,273.0466868420546,1.0535178674378622,0.88,0.7857142857142857,0.0911717905939895,0.22695388561962349,PASS,FAIL,PASS,MARGINAL,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.12, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.12_I0.22,FAIL,0.30387858696317466,0.9927593135859004,0.5515329519921669,273.0466868420546,1.0535178674378622,0.88,0.7857142857142857,0.061847530461420774,0.22695388561962349,PASS,FAIL,PASS,MARGINAL,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.12, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.12_I0.35,FAIL,0.30387858696317466,1.4078604300852682,0.7821446833807045,273.0466868420546,1.0535178674378622,0.88,0.7857142857142857,0.04361207302639514,0.22695388561962349,PASS,FAIL,PASS,MARGINAL,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.12, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.15_I0.12,FAIL,0.3166163318608507,0.6734507624325408,0.37413931246252263,273.0466868420546,1.0535178674378622,0.85,0.7391304347826088,0.0911717905939895,0.28369235702452933,PASS,FAIL,PASS,MARGINAL,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.15, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.15_I0.22,FAIL,0.3166163318608507,0.9927593135859004,0.5515329519921669,273.0466868420546,1.0535178674378622,0.85,0.7391304347826088,0.061847530461420774,0.28369235702452933,PASS,FAIL,PASS,MARGINAL,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.15, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.15_I0.35,FAIL,0.3166163318608507,1.4078604300852682,0.7821446833807045,273.0466868420546,1.0535178674378622,0.85,0.7391304347826088,0.04361207302639514,0.28369235702452933,PASS,FAIL,PASS,MARGINAL,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.15, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.22_I0.12,FAIL,0.33530966348645785,0.6734507624325408,0.37413931246252263,273.0466868420546,1.0535178674378622,0.78,0.639344262295082,0.0911717905939895,0.4160821236359764,PASS,FAIL,PASS,MARGINAL,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.22, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.22_I0.22,FAIL,0.33530966348645785,0.9927593135859004,0.5515329519921669,273.0466868420546,1.0535178674378622,0.78,0.639344262295082,0.061847530461420774,0.4160821236359764,PASS,FAIL,PASS,MARGINAL,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.22, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.22_I0.35,FAIL,0.33530966348645785,1.4078604300852682,0.7821446833807045,273.0466868420546,1.0535178674378622,0.78,0.639344262295082,0.04361207302639514,0.4160821236359764,PASS,FAIL,PASS,MARGINAL,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.22, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.3_I0.12,FAIL,0.37963023529106377,0.6734507624325408,0.37413931246252263,273.0466868420546,1.0535178674378622,0.7,0.5384615384615384,0.0911717905939895,0.5673847140490587,PASS,FAIL,PASS,MARGINAL,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.3, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.3_I0.22,FAIL,0.37963023529106377,0.9927593135859004,0.5515329519921669,273.0466868420546,1.0535178674378622,0.7,0.5384615384615384,0.061847530461420774,0.5673847140490587,PASS,FAIL,PASS,MARGINAL,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.3, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T120_phi0.3_I0.35,FAIL,0.37963023529106377,1.4078604300852682,0.7821446833807045,273.0466868420546,1.0535178674378622,0.7,0.5384615384615384,0.04361207302639514,0.5673847140490587,PASS,FAIL,PASS,MARGINAL,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,False,"T=120 C, φ=0.3, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.08_I0.12,FAIL,0.22543936378329563,0.12060217529945999,0.0670012084997,273.0466868420546,0.33231771657435927,0.92,0.851851851851852,0.509109489405148,0.15307017351239105,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.08, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.08_I0.22,FAIL,0.22543936378329563,0.17778424117420397,0.09876902287455774,273.0466868420546,0.33231771657435927,0.92,0.851851851851852,0.3453608232222223,0.15307017351239105,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.08, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.08_I0.35,FAIL,0.22543936378329563,0.25212092681137105,0.1400671815618728,273.0466868420546,0.33231771657435927,0.92,0.851851851851852,0.2435327866845114,0.15307017351239105,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.08, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.12_I0.12,FAIL,0.2385601628690413,0.12060217529945999,0.0670012084997,273.0466868420546,0.33231771657435927,0.88,0.7857142857142857,0.509109489405148,0.22960526026858655,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.12, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.12_I0.22,FAIL,0.2385601628690413,0.17778424117420397,0.09876902287455774,273.0466868420546,0.33231771657435927,0.88,0.7857142857142857,0.3453608232222223,0.22960526026858655,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.12, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.12_I0.35,FAIL,0.2385601628690413,0.25212092681137105,0.1400671815618728,273.0466868420546,0.33231771657435927,0.88,0.7857142857142857,0.2435327866845114,0.22960526026858655,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.12, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.15_I0.12,FAIL,0.24840076218335058,0.12060217529945999,0.0670012084997,273.0466868420546,0.33231771657435927,0.85,0.7391304347826088,0.509109489405148,0.2870065753357332,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.15, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.15_I0.22,FAIL,0.24840076218335058,0.17778424117420397,0.09876902287455774,273.0466868420546,0.33231771657435927,0.85,0.7391304347826088,0.3453608232222223,0.2870065753357332,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.15, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.15_I0.35,FAIL,0.24840076218335058,0.25212092681137105,0.1400671815618728,273.0466868420546,0.33231771657435927,0.85,0.7391304347826088,0.2435327866845114,0.2870065753357332,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,PASS,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.15, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.22_I0.12,FAIL,0.2610892426561186,0.12060217529945999,0.0670012084997,273.0466868420546,0.33231771657435927,0.78,0.639344262295082,0.509109489405148,0.42094297715907536,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.22, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.22_I0.22,FAIL,0.2610892426561186,0.17778424117420397,0.09876902287455774,273.0466868420546,0.33231771657435927,0.78,0.639344262295082,0.3453608232222223,0.42094297715907536,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.22, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.22_I0.35,FAIL,0.2610892426561186,0.25212092681137105,0.1400671815618728,273.0466868420546,0.33231771657435927,0.78,0.639344262295082,0.2435327866845114,0.42094297715907536,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.22, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.3_I0.12,FAIL,0.2939654939307457,0.12060217529945999,0.0670012084997,273.0466868420546,0.33231771657435927,0.7,0.5384615384615384,0.509109489405148,0.5740131506714664,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.3, cat=1.0, inh=0.12, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.3_I0.22,FAIL,0.2939654939307457,0.17778424117420397,0.09876902287455774,273.0466868420546,0.33231771657435927,0.7,0.5384615384615384,0.3453608232222223,0.5740131506714664,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.3, cat=1.0, inh=0.22, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
T150_phi0.3_I0.35,FAIL,0.2939654939307457,0.25212092681137105,0.1400671815618728,273.0466868420546,0.33231771657435927,0.7,0.5384615384615384,0.2435327866845114,0.5740131506714664,PASS,FAIL,PASS,UNKNOWN,PASS,PASS,MARGINAL,severe_extrapolation_beyond_published_isothermal_gel_times,True,"T=150 C, φ=0.3, cat=1.0, inh=0.35, latency_extra=1.0. UNKNOWN never upgraded. kinetics_flag=severe_extrapolation_beyond_published_isothermal_gel_times."
